id,course_id,course_name,source_shape_id,source_id,source_entity_type,source_label,target_id,target_entity_type,target_label,relation_text,raw_relation_text,relation_status,direction,source_resolution,target_resolution
C18:R:286,C18,物联网技术,286,C18:K:246,knowledge,超高频(UHF),C18:K:278,knowledge,UHF RFID,,标签,unlabeled,forward,direct,direct
C18:R:351,C18,物联网技术,351,C18:K:308,knowledge,阅读器如何识别多个标签?p,C18:K:321,knowledge,EPC协议,,标签,unlabeled,forward,direct,direct
C18:R:477,C18,物联网技术,477,C18:K:433,knowledge,节点操作系统,C18:K:445,knowledge,TinyOS其他常用微型OS对比：p,示例,示例,named,forward,direct,direct
C18:R:544,C18,物联网技术,544,C18:K:536,knowledge,数据收集协议（CTP）p,C18:K:522,knowledge,链路ETX的计算,依据,依据,named,forward,direct,direct
C18:R:932,C18,物联网技术,932,C18:K:924,knowledge,隐藏终端p,C18:K:926,knowledge,RTS和CTS机制p,解决办法,解决办法,named,forward,direct,direct
C18:R:1213,C18,物联网技术,1213,C18:K:1209,knowledge,有限的频谱资源p,C18:K:1211,knowledge,可见光频段的优势p,解决,解决,named,forward,direct,direct
C18:R:1295,C18,物联网技术,1295,C18:K:1293,knowledge,问题,C18:K:1280,knowledge,边缘计算的定义pp,解决,解决,named,forward,direct,direct
C18:R:2214,C18,物联网技术,2214,C18:K:433,knowledge,节点操作系统,C18:F:2213,floating_root,嵌入式系统,联系,联系,named,forward,direct,direct
C18:R:2216,C18,物联网技术,2216,C18:K:509,knowledge,组网技术,C18:F:2215,floating_root,计算机网络中自组网络,联系,联系,named,forward,direct,direct
C18:R:2221,C18,物联网技术,2221,C18:K:185,knowledge,定位,C18:F:2220,floating_root,大学物理：电磁波,联系,联系,named,forward,direct,direct
C18:R:2224,C18,物联网技术,2224,C18:K:106,chapter,3.网络构建实现设备连接，采集数据,C18:F:2223,floating_root,计算机网络,联系,联系,named,forward,direct,direct
C18:R:2229,C18,物联网技术,2229,C18:K:1258,knowledge,边缘计算,C18:F:2227,floating_root,云计算,联系,联系,named,forward,direct,direct
C18:R:2231,C18,物联网技术,2231,C18:K:1260,knowledge,物联网安全与隐私保护,C18:F:2230,floating_root,网络安全,联系,联系,named,forward,direct,direct
C18:R:2203,C18,物联网技术,2203,C18:F:2200,floating_root,大学物理,C18:K:234,knowledge,耦合方式分类p,应用,应用,named,forward,direct,direct
C18:R:2225,C18,物联网技术,2225,C18:F:2209,floating_root,计算机网络,C18:K:280,knowledge,调制和编码方式,应用,应用,named,forward,direct,direct
C18:R:2235,C18,物联网技术,2235,C18:F:2226,floating_root,计算机网络,C18:K:329,knowledge,ALOHA防冲突算法p正常时隙下的通信流程:p冲突和空闲时隙下的通信流程:p,应用,应用,named,forward,direct,direct
C18:R:2237,C18,物联网技术,2237,C18:F:2236,floating_root,计算机组成原理,C18:K:403,knowledge,微处理器几种典型的微处理器及其关键特性：p,应用,应用,named,forward,direct,direct
C18:R:2241,C18,物联网技术,2241,C18:FI:2239,floating_item,机械振动,C18:K:680,knowledge,声波感知,应用,应用,named,forward,direct,direct
C18:R:2246,C18,物联网技术,2246,C18:FI:2244,floating_item,电磁波,C18:K:682,knowledge,毫米波感知,应用,应用,named,forward,direct,direct
C18:R:2252,C18,物联网技术,2252,C18:F:2247,floating_root,计算机网络,C18:K:933,knowledge,802.11调制解调技术——OFDMp,应用,应用,named,forward,direct,direct
C18:R:2253,C18,物联网技术,2253,C18:F:2247,floating_root,计算机网络,C18:K:965,knowledge,蓝牙的调制解调pp,应用,应用,named,forward,direct,direct
C18:R:2254,C18,物联网技术,2254,C18:F:2247,floating_root,计算机网络,C18:K:1024,knowledge,直接序列扩频p,应用,应用,named,forward,direct,direct
C18:R:2260,C18,物联网技术,2260,C18:F:2255,floating_root,计算机网络,C18:K:1033,knowledge,CSMA/CA,应用,应用,named,forward,direct,direct
C18:R:2261,C18,物联网技术,2261,C18:F:2255,floating_root,计算机网络,C18:K:908,knowledge,CSMA/CAp,应用,应用,named,forward,direct,direct
C19:R:1833,C19,嵌入式系统,1833,C19:K:101,course_root,嵌入式系统,C19:ANCH:1831,structural_anchor,无文字结构节点 1831,,标签,unlabeled,forward,direct,anchor
C19:R:1851,C19,嵌入式系统,1851,C19:K:1846,knowledge,链接器,C19:F:1848,floating_root,目标（嵌入式系统）,,标签,unlabeled,forward,direct,direct
C19:R:2323,C19,嵌入式系统,2323,C19:K:2305,knowledge,仲裁方案,C19:K:2317,knowledge,时序设计方案基于同步或异步总线时序设计的一种或多种组合方案,取决于,取决于,named,forward,direct,direct
C19:R:2619,C19,嵌入式系统,2619,C19:K:1914,knowledge,嵌入式系统板和冯诺依曼模型,C19:F:2618,floating_root,计算机组成原理,,标签,unlabeled,forward,direct,direct
C19:R:2622,C19,嵌入式系统,2622,C19:K:1932,knowledge,基础硬件材料,C19:F:2620,floating_root,模电,,标签,unlabeled,forward,direct,direct
C19:R:2625,C19,嵌入式系统,2625,C19:K:1948,knowledge,有源构建模块,C19:F:2624,floating_root,数电,,标签,unlabeled,forward,direct,direct
C19:R:2627,C19,嵌入式系统,2627,C19:K:1987,knowledge,ISA体系结构模型构建到体系结构中的指令集功能称为ISA。ISA将这些功能定义为不同的操作，程序员可以用这些操作为这个体系结构编写程序，体系结构可以接收并处理操作数，存储、寻址方式用来获取并处理操作数和中断。,C19:F:2626,floating_root,计算机组成原理：指令系统,,标签,unlabeled,forward,direct,direct
C19:R:2629,C19,嵌入式系统,2629,C19:K:2039,knowledge,中央处理单元他才是真正的CPU。负责执行取指、译码和执行等指令周期。这三步骤过程通常称为三级流水线。,C19:F:2628,floating_root,计算机组成原理：CPU的特性结构和功能,,标签,unlabeled,forward,direct,direct
C19:R:2630,C19,嵌入式系统,2630,C19:K:2049,knowledge,片上存储器（与板上存储器内容相似）,C19:K:2143,knowledge,板载存储器,,标签,unlabeled,forward,direct,direct
C19:R:2631,C19,嵌入式系统,2631,C19:K:2083,knowledge,处理器I/O（与板载I/O内容类似）,C19:K:2231,knowledge,板载I/O,,标签,unlabeled,forward,direct,direct
C19:R:2633,C19,嵌入式系统,2633,C19:K:2143,knowledge,板载存储器,C19:F:2632,floating_root,计算机组成原理：存储器,,标签,unlabeled,forward,direct,direct
C19:R:2635,C19,嵌入式系统,2635,C19:K:2231,knowledge,板载I/O,C19:F:2634,floating_root,计算机组成原理：输入输出系统,,标签,unlabeled,forward,direct,direct
C19:R:2637,C19,嵌入式系统,2637,C19:K:2293,knowledge,板载总线,C19:F:2636,floating_root,计算机组成原理：系统总线,,标签,unlabeled,forward,direct,direct
C19:R:2641,C19,嵌入式系统,2641,C19:K:2454,knowledge,板载I/O驱动程序示例,C19:F:2640,floating_root,操作系统：输入输出系统-设备驱动程序,,标签,unlabeled,forward,direct,direct
C19:R:2643,C19,嵌入式系统,2643,C19:K:2374,knowledge,示例1：中断处理的设备驱动程序,C19:F:2642,floating_root,操作系统：中断机构和中断处理程序,,标签,unlabeled,forward,direct,direct
C19:R:2645,C19,嵌入式系统,2645,C19:K:1436,knowledge,嵌入式操作系统,C19:F:2644,floating_root,操作系统,,标签,unlabeled,forward,direct,direct
C19:R:2647,C19,嵌入式系统,2647,C19:K:2564,knowledge,翻译工具,C19:F:2646,floating_root,C语言,,标签,unlabeled,forward,direct,direct
C19:R:2649,C19,嵌入式系统,2649,C19:K:2582,knowledge,对设计的质量保证和测试,C19:F:2648,floating_root,软件工程导论,,标签,unlabeled,forward,direct,direct
C19:R:2651,C19,嵌入式系统,2651,C19:K:1852,knowledge,标准与网络,C19:F:2650,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C19:R:2653,C19,嵌入式系统,2653,C19:K:2508,knowledge,网络中间件驱动示例,C19:F:2652,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:706,C20,网络与信息安全,706,C20:K:702,knowledge,PKI的组成PKI 是一个标准，下面以最常见的用户访问 HTTPS 网站场景来看看PKI 常见组成部分和交互流程。,C20:ANCH:704,structural_anchor,无文字结构节点 704,,标签,unlabeled,forward,direct,anchor
C20:R:751,C20,网络与信息安全,751,C20:K:737,knowledge,常见CA系统的部署结构,C20:ANCH:749,structural_anchor,无文字结构节点 749,,标签,unlabeled,forward,direct,anchor
C20:R:784,C20,网络与信息安全,784,C20:K:648,knowledge,公钥体系,C20:K:698,chapter,5.公钥基础设施PKI,应用,应用,named,forward,direct,direct
C20:R:825,C20,网络与信息安全,825,C20:K:823,knowledge,CA认证系统,C20:K:698,chapter,5.公钥基础设施PKI,应用,应用,named,forward,direct,direct
C20:R:828,C20,网络与信息安全,828,C20:K:826,knowledge,访问控制技术,C20:K:793,knowledge,身份认证技术概述,依赖于,依赖于,named,forward,direct,direct
C20:R:829,C20,网络与信息安全,829,C20:K:789,knowledge,访问控制PKI 提供了一套身份认证、安全传输的机制，最常见的应用就是各种 HTTPS 网站了。通过给合法的 HTTPS 域名颁发 CA 证书，浏览器便可以通过验证 CA 证书的有效性来确认所访问网站的真伪。PKI 还可以用于服务器的访问权限控制，HTTPS 域名的认证是单向的，只有浏览器客户端对网站的认证，反过来如果给允许访问服务器的客户端都发一份证书，在客户端访问服务器时，服务器对客户端证书进行验证，即可起到访问控制的作用。,C20:K:826,knowledge,访问控制技术,,标签,unlabeled,forward,direct,direct
C20:R:915,C20,网络与信息安全,915,C20:K:886,knowledge,安全审计,C20:K:793,knowledge,身份认证技术概述,依赖于,依赖于,named,forward,direct,direct
C20:R:1124,C20,网络与信息安全,1124,C20:K:1122,knowledge,数据加密算法,C20:K:104,chapter,3.密码学（核心内容）,,标签,unlabeled,forward,direct,direct
C20:R:1572,C20,网络与信息安全,1572,C20:K:285,knowledge,开放系统互联安全体系结构,C20:F:1571,floating_root,计算机网络七层模型,,标签,unlabeled,forward,direct,direct
C20:R:1574,C20,网络与信息安全,1574,C20:K:595,knowledge,Hill cipherpppp,C20:F:1573,floating_root,线性代数：矩阵线性变换,,标签,unlabeled,forward,direct,direct
C20:R:1575,C20,网络与信息安全,1575,C20:K:624,knowledge,DESp,C20:F:1573,floating_root,线性代数：矩阵线性变换,,标签,unlabeled,forward,direct,direct
C20:R:1581,C20,网络与信息安全,1581,C20:K:926,knowledge,通过Proxy隐藏技术作为攻击跳板；实际上很难真正实现隐藏,C20:K:1044,knowledge,应用代理技术代理服务器作为一个为用户保密或者突破访问限制的数据转发通道，在网络上应用广泛。我们都知道，一个完整的代理设备包含一个服务端和客户端，服务端接收来自用户的请求，调用自身的客户端模拟一个基于用户请求的连接到目标服务器，再把目标服务器返回的数据转发给用户，完成一次代理工作过程。那么，如果在一台代理设备的服务端和客户端之间连接一个过滤措施呢？这样的思想便造就了“应用代理”防火墙，这种防火墙实际上就是一台小型的带有数据检测过滤功能的透明代理服务器（Transparent Proxy），但是它并不是单纯的在一个代理设备中嵌入包过滤技术，而是一种被称为“应用协议分析”（Application Protocol Analysis）的新技术。,工作在应用层，特点是两次链接（browser与proxy之间，proxy与web server之间）,工作在应用层，特点是两次链接（browser与proxy之间，proxy与web server之间）,named,forward,direct,direct
C20:R:1582,C20,网络与信息安全,1582,C20:K:922,knowledge,IP地址欺骗或盗用技术源IP地址为假冒或虚假,C20:F:1580,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1583,C20,网络与信息安全,1583,C20:K:924,knowledge,MAC地址盗用技术修改注册表或使用ifconfig命令,C20:F:1580,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1584,C20,网络与信息安全,1584,C20:K:928,knowledge,网络地址转换技术私有IP地址可以隐藏内部网络拓扑结构,C20:F:1580,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1585,C20,网络与信息安全,1585,C20:K:936,knowledge,扫描技术,C20:F:1580,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1587,C20,网络与信息安全,1587,C20:K:936,knowledge,扫描技术,C20:F:1586,floating_root,网络编程技术：socket,,标签,unlabeled,forward,direct,direct
C20:R:1588,C20,网络与信息安全,1588,C20:K:956,knowledge,IP欺骗IP欺骗：通过伪造数据包源IP地址，伪装成被信任主机来骗取目标主机信任，从而实现攻击。,C20:F:1580,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1589,C20,网络与信息安全,1589,C20:K:958,knowledge,ARP欺骗ARP攻击就是通过伪造IP地址和MAC地址实现ARP欺骗，能够在网络中产生大量的ARP通信量使网络阻塞，攻击者只要持续不断的发出伪造的ARP响应包就能更改目标主机ARP缓存中的IP-MAC条目，造成网络中断或中间人攻击。,C20:F:1580,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1590,C20,网络与信息安全,1590,C20:K:960,knowledge,DNS欺骗DNS协议的缺陷：DNS服务器向另一个DNS服务器发送解析请求时并不认证被请求方，黑客可以冒充被请求方返回一个被篡改的IP地址。DNS服务器会缓存被黑客篡改的IP地址，以后对该服务器的同一域名的解析请求，在该条目被缓存的生存期内，得到的结果都将被篡改。与网络嗅探、ARP欺骗、IP欺骗和会话劫持有联系欺骗方法一：1）黑客控制本地域名服务器，在其数据库中增加一个条目：将被攻击主机请求解析的域名映射成一个不正确的IP地址。2）然后将在本地域名服务器上伪造的该条目“注射”到被攻击主机所在的域名服务器的Cache中。——原理上容易理解，但很难控制DNS服务器，实现起来难度很大。 欺骗方法二：黑客只能控制所在局域网的某台主机，并可进行嗅探。    这时黑客要对远程DNS服务器进行欺骗攻击，所采用手段很像IP欺骗：1）黑客要冒充某个域名服务器的IP地址；2）黑客要能预测某个目标域名服务器所发送DNS数据包的ID号。 欺骗方法三：建立在ARP欺骗基础上，只能在局域网中实现。当黑客主机至少与DNS服务器或目标主机的某一台处在同一局域网内，黑客可同时欺骗网关和目标主机（网关和DNS服务器/DNS服务器和目标主机）。,C20:F:1580,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1591,C20,网络与信息安全,1591,C20:K:962,knowledge,会话劫持1.（1）TCP会话劫持：结合嗅探和欺骗技术，在正常的通信过程中，黑客作为第三方参与其中：① 要么在数据流里注射额外的信息；② 或将双方的通信模式暗中改变，即从直接联系变成交由黑客中转。,C20:F:1580,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1592,C20,网络与信息安全,1592,C20:K:964,knowledge,拒绝服务（Dos）攻击的结果是服务器不能正常的对外界提供服务，可用性遭到破坏。TCP三次握手存在缺陷，可进行伪造源IP，能够掩盖攻击的来源、增强攻击的效果、用以欺骗第三方。Ping Of Death（死亡之Ping）Teardrop（泪滴/碎片攻击）UDP FloodLand AttackSYN FloodSmurf Attack分布式拒绝服务攻击DDoSp,C20:F:1580,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1594,C20,网络与信息安全,1594,C20:K:966,knowledge,缓冲区溢出缓冲区溢出攻击的原理:攻击者利用计算机指令系统弱点，分析有缺陷程序代码，向程序提交恶意超长的输入数据，破坏或改写内存中控制流程的关键信息，获得进程的控制权。根本原因：C/C++没有对数组引用进行边界检查：① 如果读取数组以外内容，会使程序得出错误结果② 如果是写入，可能破坏该进程内存的其它内容,C20:F:1593,floating_root,C语言：没有对数组引用进行边界检查,,标签,unlabeled,forward,direct,direct
C20:R:1596,C20,网络与信息安全,1596,C20:K:974,knowledge,攻击Web服务器样板文件和源代码泄露、缓冲区溢出攻击    资源解析和二次解码攻击（即同义异名攻击）    服务器功能扩展模块问题    服务器端包含（Server Side Include，SSI）问题    SQL注入（SQL Injection）攻击,C20:F:1595,floating_root,数据库：SQL注入,,标签,unlabeled,forward,direct,direct
C20:R:1597,C20,网络与信息安全,1597,C20:K:1106,knowledge,数字签名,C20:K:713,knowledge,核心算法PKI 标准建立在非对称密钥、散列算法的基础上非对称密钥是实现传输安全的基础，散列算法可以用来检测数据是否被篡改，可以用于身份认证。,,标签,unlabeled,forward,direct,direct
C20:R:1599,C20,网络与信息安全,1599,C20:K:1195,knowledge,禁用DHCP服务启用无线AP的DHCP时，黑客可自动获取IP地址接入无线网络。若禁用此功能，则黑客将只能以猜测破译IP地址、子网掩码、默认网关等，以增加其安全性。,C20:F:1598,floating_root,计算机网络,,标签,unlabeled,forward,direct,direct
C20:R:1601,C20,网络与信息安全,1601,C20:K:308,knowledge,安全服务安全服务就是加强数据处理系统和信息传输的安全性的一类服务，其目的在于利用一种或多种安全机制阻止安全攻击,C20:K:290,knowledge,安全机制安全机制是指用来保护系统免受侦听、阻止安全攻击及恢复系统的机制。,利用,利用,named,forward,direct,direct
C20:R:1602,C20,网络与信息安全,1602,C20:K:920,knowledge,隐藏攻击者的地址与身份,C20:K:964,knowledge,拒绝服务（Dos）攻击的结果是服务器不能正常的对外界提供服务，可用性遭到破坏。TCP三次握手存在缺陷，可进行伪造源IP，能够掩盖攻击的来源、增强攻击的效果、用以欺骗第三方。Ping Of Death（死亡之Ping）Teardrop（泪滴/碎片攻击）UDP FloodLand AttackSYN FloodSmurf Attack分布式拒绝服务攻击DDoSp,,标签,unlabeled,forward,direct,direct
C20:R:1603,C20,网络与信息安全,1603,C20:K:964,knowledge,拒绝服务（Dos）攻击的结果是服务器不能正常的对外界提供服务，可用性遭到破坏。TCP三次握手存在缺陷，可进行伪造源IP，能够掩盖攻击的来源、增强攻击的效果、用以欺骗第三方。Ping Of Death（死亡之Ping）Teardrop（泪滴/碎片攻击）UDP FloodLand AttackSYN FloodSmurf Attack分布式拒绝服务攻击DDoSp,C20:K:102,chapter,6.病毒,DDos攻击：可事先通过木马或蠕虫感染僵尸网络,DDos攻击：可事先通过木马或蠕虫感染僵尸网络,named,forward,direct,direct
C20:R:1604,C20,网络与信息安全,1604,C20:K:996,chapter,8.防火墙技术,C20:K:1125,chapter,10.入侵检测系统,补充,补充,named,forward,direct,direct
C20:R:1605,C20,网络与信息安全,1605,C20:K:104,chapter,3.密码学（核心内容）,C20:K:1249,knowledge,保证安全,,标签,unlabeled,forward,direct,direct
C21:R:1100,C21,微机原理,1100,C21:K:811,knowledge,CPU（微处理器）,C21:K:821,knowledge,输入输出接口,接口是CPU与外部设备间的桥梁,接口是CPU与外部设备间的桥梁,named,forward,direct,direct
C21:R:1102,C21,微机原理,1102,C21:K:106,knowledge,与运算，与门,C21:K:152,knowledge,非运算，非门,与非运算和与非门,与非运算和与非门,named,forward,direct,direct
C21:R:1103,C21,微机原理,1103,C21:K:128,knowledge,或运算，或门,C21:K:152,knowledge,非运算，非门,或非运算和或非门,或非运算和或非门,named,forward,direct,direct
C21:R:1104,C21,微机原理,1104,C21:ANCH:172,structural_anchor,无文字结构节点 172,C21:ANCH:183,structural_anchor,无文字结构节点 183,在异或基础上进行非运算,在异或基础上进行非运算,named,forward,anchor,anchor
C21:R:1704,C21,微机原理,1704,C21:K:210,knowledge,8421BCD码,C21:K:1692,knowledge,十进制,BCD码与十进制数之间存在直接对应,BCD码与十进制数之间存在直接对应,named,forward,direct,direct
C21:R:1735,C21,微机原理,1735,C21:K:1033,knowledge,BX（基址寄存器）在间接寻址中用于存放基地址,C21:K:1049,knowledge,BP：基址指针寄存器，常用于在访问内存时存放内存单元的偏移地址,BX与BP在应用上的区别：作为通用寄存器，二者均可用于存放数据；作为基址寄存器，用BX表示所寻找的数据在数据段；用BP则表示数据在堆栈段,BX与BP在应用上的区别：作为通用寄存器，二者均可用于存放数据；作为基址寄存器，用BX表示所寻找的数据在数据段；用BP则表示数据在堆栈段,named,forward,direct,direct
C21:R:1806,C21,微机原理,1806,C21:K:1798,knowledge,内存中一个特殊区域，用于存放暂时不用或需要保护的数据,C21:F:1801,floating_root,用处,,标签,unlabeled,forward,direct,direct
C21:R:2298,C21,微机原理,2298,C21:K:2296,knowledge,重复前缀,C21:K:2282,knowledge,串长度值由CX指定,对CX值的自动修改,对CX值的自动修改,named,forward,direct,direct
C21:R:2369,C21,微机原理,2369,C21:K:2301,knowledge,无条件重复,C21:K:707,knowledge,串传送指令MOVS,串传送指令常与无条件重复前缀连用,串传送指令常与无条件重复前缀连用,named,forward,direct,direct
C21:R:2370,C21,微机原理,2370,C21:K:2303,knowledge,条件重复,C21:K:715,knowledge,串比较指令CMPS,常与条件重复前缀连用,常与条件重复前缀连用,named,forward,direct,direct
C21:R:2410,C21,微机原理,2410,C21:FI:2395,floating_item,CS：代码段寄存器,C21:K:743,knowledge,程序控制类指令,修改IP使程序改变在当前代码段的执行顺序,修改IP使程序改变在当前代码段的执行顺序,named,forward,direct,direct
C21:R:2411,C21,微机原理,2411,C21:FI:2397,floating_item,IP：指令指针寄存器,C21:K:743,knowledge,程序控制类指令,同时修改CS，IP会使程序走向另外一个代码段,同时修改CS，IP会使程序走向另外一个代码段,named,forward,direct,direct
C21:R:2479,C21,微机原理,2479,C21:K:791,knowledge,中断控制,C21:K:771,knowledge,过程调用,区别：中断是随机事件或异常事件引起，调用是事先已在程序中安排好；调用指令在指令中直接给出子程序入口地址，中断指令只给出中断向量码，入口地址则在向量码指向的内存单元中。调用可以是近过程调用或远过程调用，中断处理程序均为远过程；响应中断请求不仅要保护断点地址，还要保护 FLAGS内容,区别：中断是随机事件或异常事件引起，调用是事先已在程序中安排好；调用指令在指令中直接给出子程序入口地址，中断指令只给出中断向量码，入口地址则在向量码指向的内存单元中。调用可以是近过程调用或远过程调用，中断处理程序均为远过程；响应中断请求不仅要保护断点地址，还要保护 FLAGS内容,named,forward,direct,direct
C21:R:2753,C21,微机原理,2753,C21:K:2681,knowledge,符号定义伪指令,C21:F:2752,floating_root,C语言,类似,类似,named,forward,direct,direct
C21:R:2798,C21,微机原理,2798,C21:K:791,knowledge,中断控制,C21:K:2784,knowledge,系统功能调用,DOS与BIOS功能都通过中断方式调用,DOS与BIOS功能都通过中断方式调用,named,forward,direct,direct
C21:R:2856,C21,微机原理,2856,C21:K:2842,knowledge,汇编语言程序结构,C21:K:307,chapter,8086/8088指令系统,循环结构使用LOOP指令或条件转移指令实现分支结构一般使用条件转移指令实现子程序结构用子程序的定义和调用,循环结构使用LOOP指令或条件转移指令实现分支结构一般使用条件转移指令实现子程序结构用子程序的定义和调用,named,forward,direct,direct
C21:R:2922,C21,微机原理,2922,C21:K:2917,knowledge,高速缓冲存储器CACHE,C21:K:2874,knowledge,静态存储器（SRAM）,常用SRAM,常用SRAM,named,forward,direct,direct
C21:R:3011,C21,微机原理,3011,C21:K:2981,knowledge,6264存储芯片,C21:K:1807,knowledge,8088系统总线,p,p,named,forward,direct,direct
C21:R:3020,C21,微机原理,3020,C21:K:2994,knowledge,地址线A0-A12,C21:K:3016,knowledge,找到芯片后，寻找该芯片上要访问的单元6264芯片上有8K个单元，每个单元在该芯片上有惟一的13位地址码每片6264芯片上第一个单元在该芯片上的地址：0每片6264芯片上最后一个单元在该芯片上的地址：8191,用芯片的13位地址码A0-A12寻址片内的每个单元,用芯片的13位地址码A0-A12寻址片内的每个单元,named,forward,direct,direct
C21:R:3054,C21,微机原理,3054,C21:F:3053,floating_root,计算机组成原理,C21:K:1602,chapter,微型计算机基础概论概论：介绍微型计算机发展历史、微机系统的组成及各部分的主要功能，以及计算机中基础知识——计算机数制及编码和运算,相关,相关,named,forward,direct,direct
C21:R:3063,C21,微机原理,3063,C21:K:3051,knowledge,p,C21:F:3062,floating_root,逻辑门,应用,应用,named,forward,direct,direct
C21:R:3077,C21,微机原理,3077,C21:K:104,knowledge,逻辑门与逻辑运算,C21:F:3076,floating_root,数字电路,数字电路偏硬件，微机偏应用,数字电路偏硬件，微机偏应用,named,forward,direct,direct
C21:R:3112,C21,微机原理,3112,C21:K:3106,knowledge,EPROM2764芯片,C21:K:2981,knowledge,6264存储芯片,引脚与SRAM6264完全兼容（都是双列直插）,引脚与SRAM6264完全兼容（都是双列直插）,named,forward,direct,direct
C21:R:3204,C21,微机原理,3204,C21:K:3195,knowledge,p,C21:K:3202,knowledge,通过程序实现对芯片的读写,当READY/#BUSY=1时写,当READY/#BUSY=1时写,named,forward,direct,direct
C21:R:3213,C21,微机原理,3213,C21:K:3205,knowledge,闪速储存器FLASH,C21:K:3159,knowledge,EEPROM,区别：通过读状态寄存器的内容确定是否可继续写入提高写命令字的方式控制其处于何种工作方式,区别：通过读状态寄存器的内容确定是否可继续写入提高写命令字的方式控制其处于何种工作方式,named,forward,direct,direct
C21:R:3215,C21,微机原理,3215,C21:K:3205,knowledge,闪速储存器FLASH,C21:K:3137,knowledge,静态存储器（SRAM）,区别：FLASH写入擦除时需要12V编程电压,区别：FLASH写入擦除时需要12V编程电压,named,forward,direct,direct
C21:R:3238,C21,微机原理,3238,C21:K:3163,knowledge,2164A芯片,C21:K:3161,knowledge,存储器扩展技术,位扩展,位扩展,named,forward,direct,direct
C21:R:3306,C21,微机原理,3306,C21:K:3283,knowledge,I/O端口及编址,C21:K:1729,chapter,微处理器与总线处理器是计算机系统核心部件，控制协调整个计算机的工作，总线是计算机系统各部件之间传输地址、数据和控制信息的公共通路。,8088/8086寻址端口能力：64K个端口,8088/8086寻址端口能力：64K个端口,named,forward,direct,direct
C21:R:3334,C21,微机原理,3334,C21:K:3313,knowledge,I/O地址译码,C21:K:3047,knowledge,部分地址译码用部分高位地址信号（而不是全部）作为译码信号，使得被选中存储器芯片占有几组不同的地址范围,采用部分地址译码,采用部分地址译码,named,forward,direct,direct
C21:R:3372,C21,微机原理,3372,C21:F:3369,floating_root,p,C21:F:3371,floating_root,数字电路,相关,相关,named,forward,direct,direct
C21:R:3391,C21,微机原理,3391,C21:K:3385,knowledge,74LS244芯片,C21:F:3369,floating_root,p,含8个三态门的集成电路,含8个三态门的集成电路,named,forward,direct,direct
C21:R:3727,C21,微机原理,3727,C21:K:3700,knowledge,GATE-门控信号输入,C21:K:3723,knowledge,计数启动方式,启动方式由GATE端信号的形式决定,启动方式由GATE端信号的形式决定,named,forward,direct,direct
C21:R:3772,C21,微机原理,3772,C21:K:3770,knowledge,控制字,C21:K:3732,knowledge,工作方式,设定各计数器工作方式,设定各计数器工作方式,named,forward,direct,direct
C21:R:3987,C21,微机原理,3987,C21:K:3858,chapter,模拟量的输入输出模拟量的输入和输出是工业生产的重要组成部分，通过将模拟量转变为计算机可识别的数字量进行处理，再将计算机的控制命令转化为相应的模拟信号。,C21:F:3986,floating_root,数字电路,,标签,unlabeled,forward,direct,direct
C21:R:3996,C21,微机原理,3996,C21:K:2840,chapter,半导体存储器存储器是计算机系统的记忆设备，存放计算机要执行的指令、处理的数据、运算结果和需要保存的信息。,C21:F:3991,floating_root,计算机组成原理,相关,相关,named,forward,direct,direct
C21:R:4011,C21,微机原理,4011,C21:F:3998,floating_root,微机原理,C21:F:3999,floating_root,计算机组成原理,微机原理是对计算机原理的具体实现,微机原理是对计算机原理的具体实现,named,forward,direct,direct
C21:R:4030,C21,微机原理,4030,C21:F:4000,floating_root,汇编语言,C21:F:3998,floating_root,微机原理,汇编语言,汇编语言,named,forward,direct,direct
C21:R:4126,C21,微机原理,4126,C21:K:1729,chapter,微处理器与总线处理器是计算机系统核心部件，控制协调整个计算机的工作，总线是计算机系统各部件之间传输地址、数据和控制信息的公共通路。,C21:K:307,chapter,8086/8088指令系统,每系列处理器都有自己的指令系统，以8086处理器的指令系统介绍指令的一般过程,每系列处理器都有自己的指令系统，以8086处理器的指令系统介绍指令的一般过程,named,forward,direct,direct
C21:R:4128,C21,微机原理,4128,C21:F:4127,floating_root,汇编语言,C21:K:307,chapter,8086/8088指令系统,相关,相关,named,forward,direct,direct
C21:R:4130,C21,微机原理,4130,C21:K:1729,chapter,微处理器与总线处理器是计算机系统核心部件，控制协调整个计算机的工作，总线是计算机系统各部件之间传输地址、数据和控制信息的公共通路。,C21:F:4129,floating_root,计算机组成原理,相关,相关,named,forward,direct,direct
